customer_code,first_name,last_name,id_number,date_of_birth,gender,email,phone_number,province,city,postal_code,income_bracket,employment_status,credit_score,primary_bank,primary_branch
CUS65721,Virginia,Carter,8401270184,1956-07-13,M,virginia.carter@yahoo.com,+270742701635,North West,Kimberley,2978,0-100K,Retired,725,Discovery Bank,Lynnwood
CUS22504,Anna,Pierce,8806203086,1961-03-20,M,anna.pierce@yahoo.com,+270645008458,KwaZulu-Natal,Kimberley,2710,250K-500K,Student,783,ABSA,Sandton
CUS19053,Lisa,White,9805124080,1971-12-12,M,lisa.white@yahoo.com,+270739340850,Mpumalanga,Mbombela,2349,100K-250K,Employed,813,Capitec,Centurion
CUS38981,Diane,Harris,9108250186,2005-08-24,F,diane.harris@outlook.com,+270795814262,Mpumalanga,Kimberley,9007,250K-500K,Student,639,Capitec,Midrand
CUS51044,Diana,Ryan,8403195182,1953-07-11,M,diana.ryan@yahoo.com,+270799642033,Northern Cape,Cape Town,8769,500K-1M,Self-employed,577,ABSA,Pretoria Central
CUS95818,Matthew,Powell,7203265083,1953-08-12,M,matthew.powell@outlook.com,+270768849016,Free State,East London,6967,250K-500K,Self-employed,647,Capitec,Claremont
CUS17773,Jesse,Adkins,7408102083,1939-12-11,M,jesse.adkins@outlook.com,+270721894494,KwaZulu-Natal,East London,3986,1M+,Self-employed,524,ABSA,Sandton
CUS21765,Donna,Davis,7605039087,1942-07-11,F,donna.davis@yahoo.com,+270790878874,North West,East London,8403,500K-1M,Retired,526,Nedbank,Hatfield
CUS14880,Nicole,Ryan,9004118188,1970-10-01,M,nicole.ryan@yahoo.com,+270723562766,Limpopo,East London,6645,250K-500K,Self-employed,490,ABSA,Sandton
CUS40336,Patricia,Hampton,6712261087,1985-11-25,M,patricia.hampton@outlook.com,+270626353514,Eastern Cape,East London,7191,0-100K,Employed,681,Nedbank,Rivonia
CUS50430,William,Hampton,6406196080,1998-12-24,F,william.hampton@yahoo.com,+270761976486,North West,Gqeberha,6452,250K-500K,Self-employed,360,Nedbank,V&A Waterfront
CUS24459,Dan,Harris,7005035085,1976-07-31,M,dan.harris@gmail.com,+270718925673,Western Cape,East London,3006,0-100K,Retired,498,Capitec,Midrand
CUS14684,Henry,Perez,6812250087,1978-03-31,M,henry.perez@outlook.com,+270671716120,Gauteng,Bloemfontein,9666,500K-1M,Retired,504,FNB,Tyger Valley
CUS86666,Lynn,Reilly,7403267083,2005-08-01,F,lynn.reilly@outlook.com,+270812913824,KwaZulu-Natal,Cape Town,9263,500K-1M,Employed,762,Capitec,Midrand
CUS67771,Kimberly,Carey,6105027084,1971-06-03,F,kimberly.carey@yahoo.com,+270791837555,Western Cape,Durban,7687,250K-500K,Student,324,Capitec,Midrand
CUS23693,Amy,Marquez,6705181087,1950-09-25,M,amy.marquez@gmail.com,+270603520594,Gauteng,Cape Town,2908,100K-250K,Employed,833,Capitec,Centurion
CUS83744,Christopher,Haynes,7401026085,1975-04-29,F,christopher.haynes@gmail.com,+270832402259,Mpumalanga,Pretoria,2964,1M+,Retired,771,FNB,Gateway
CUS74045,Michael,Lane,8701079083,1943-01-11,M,michael.lane@outlook.com,+270762865837,KwaZulu-Natal,Pretoria,5036,250K-500K,Student,752,ABSA,Sandton
CUS41806,Garrett,Thompson,8211155083,1953-10-06,M,garrett.thompson@yahoo.com,+270635648124,Limpopo,Pretoria,3140,500K-1M,Retired,485,Discovery Bank,Sea Point
CUS18078,Angela,Moss,7711260186,1968-02-02,F,angela.moss@outlook.com,+270792109206,Mpumalanga,Polokwane,4841,100K-250K,Employed,684,ABSA,Pretoria Central
CUS16492,Veronica,Baldwin,7004088081,1978-03-31,M,veronica.baldwin@outlook.com,+270792097505,Western Cape,Gqeberha,6290,0-100K,Retired,596,Discovery Bank,Lynnwood
CUS63408,Marc,Robinson,8402093086,1959-11-13,F,marc.robinson@outlook.com,+270826275990,KwaZulu-Natal,Kimberley,3371,500K-1M,Student,647,ABSA,Pretoria Central
CUS57622,Pamela,Griffith,7603200088,1953-08-13,M,pamela.griffith@gmail.com,+270785419086,Northern Cape,Polokwane,7121,100K-250K,Employed,717,Discovery Bank,Sandton
CUS76584,April,Martin,6712288189,1976-10-06,F,april.martin@outlook.com,+270745566713,KwaZulu-Natal,East London,9844,100K-250K,Employed,465,Standard Bank,Umhlanga
CUS11168,Alexandra,Tapia,9710262083,1939-08-12,M,alexandra.tapia@gmail.com,+270630719599,Limpopo,Gqeberha,5474,250K-500K,Retired,468,ABSA,Cape Town CBD
CUS38778,Cynthia,Silva,7003102087,1969-01-26,M,cynthia.silva@outlook.com,+270842238971,KwaZulu-Natal,East London,5078,0-100K,Employed,381,TymeBank,Digital
CUS78571,Brandi,Guzman,6112194086,2001-11-16,F,brandi.guzman@yahoo.com,+270815411612,North West,Gqeberha,6755,100K-250K,Retired,695,ABSA,Cape Town CBD
CUS59616,Ashley,Johnson,6312214188,1997-08-19,M,ashley.johnson@yahoo.com,+270623508089,Eastern Cape,East London,4592,100K-250K,Student,702,Capitec,Claremont
CUS18787,William,Vasquez,7310268085,1986-10-24,M,william.vasquez@outlook.com,+270636773900,KwaZulu-Natal,East London,1523,500K-1M,Student,331,Nedbank,Hatfield
CUS41936,Norman,Dennis,6207285081,1997-09-23,F,norman.dennis@gmail.com,+270605606764,Gauteng,Gqeberha,3914,1M+,Employed,334,Capitec,Midrand
CUS73067,Morgan,Richard,8502105088,1994-05-18,F,morgan.richard@yahoo.com,+270762609431,Northern Cape,Mbombela,5536,250K-500K,Student,564,FNB,Gateway
CUS20919,Ronald,Gibbs,8806057085,1952-01-16,M,ronald.gibbs@yahoo.com,+270834255888,Free State,East London,8774,100K-250K,Student,342,Nedbank,Hatfield
CUS75448,Blake,White,7311148089,1976-06-22,F,blake.white@outlook.com,+270769435536,Free State,Durban,7168,0-100K,Self-employed,574,ABSA,Sandton
CUS45014,Joshua,Thomas,9302178085,1994-12-23,M,joshua.thomas@gmail.com,+270715598998,North West,Kimberley,3303,250K-500K,Employed,313,ABSA,Pretoria Central
CUS64491,David,Hernandez,8010078181,1959-07-13,M,david.hernandez@outlook.com,+270683724837,Limpopo,Bloemfontein,1242,100K-250K,Employed,456,ABSA,Cape Town CBD
CUS69942,David,Rivera,7304238088,2004-07-07,F,david.rivera@gmail.com,+270768597973,Limpopo,East London,8294,250K-500K,Retired,650,TymeBank,Digital
CUS34669,Angelica,Rocha,7001162183,1979-09-20,F,angelica.rocha@outlook.com,+270842911955,Western Cape,Bloemfontein,3708,500K-1M,Retired,439,Nedbank,Rivonia
CUS26056,Ashley,Ortiz,8807045085,1972-01-17,F,ashley.ortiz@yahoo.com,+270743571788,Mpumalanga,Mbombela,9600,250K-500K,Employed,843,Capitec,Pinetown
CUS63759,Ronald,Pham,8504193088,1955-02-13,M,ronald.pham@gmail.com,+270625689971,Limpopo,Bloemfontein,2980,1M+,Retired,644,Standard Bank,Rosebank
CUS54569,Erin,Lee,7707269182,1947-10-28,F,erin.lee@yahoo.com,+270714007822,Eastern Cape,Johannesburg,6276,1M+,Self-employed,523,Discovery Bank,Lynnwood
CUS35307,Matthew,White,9805025189,1978-08-07,M,matthew.white@outlook.com,+270632479998,Northern Cape,Gqeberha,5720,1M+,Employed,596,Capitec,Centurion
CUS96719,Cameron,Tate,6504237184,1998-11-01,M,cameron.tate@yahoo.com,+270648449285,Limpopo,Mbombela,5699,0-100K,Student,667,ABSA,Durban Central
CUS77814,Jermaine,Gonzalez,7912116186,1969-09-01,F,jermaine.gonzalez@yahoo.com,+270760398003,Limpopo,Cape Town,6715,1M+,Employed,431,Nedbank,Rivonia
CUS67727,Gregory,Nicholson,8508172085,1963-08-24,F,gregory.nicholson@yahoo.com,+270728636636,Eastern Cape,East London,1815,250K-500K,Student,556,FNB,Tyger Valley
CUS69396,Robert,Murphy,8802135189,1966-03-05,F,robert.murphy@gmail.com,+270636489750,Mpumalanga,Gqeberha,4103,500K-1M,Retired,393,Discovery Bank,Sea Point
CUS12237,Kelly,Kerr,8808138084,1965-09-18,F,kelly.kerr@gmail.com,+270644700750,KwaZulu-Natal,Bloemfontein,9641,1M+,Self-employed,311,Capitec,Claremont
CUS23377,Katherine,Mcintyre,6808075187,2006-08-10,M,katherine.mcintyre@yahoo.com,+270629126921,Limpopo,Gqeberha,2910,0-100K,Employed,513,Discovery Bank,Ballito
CUS46095,Mark,Webb,6705048082,1953-08-06,F,mark.webb@outlook.com,+270602699550,KwaZulu-Natal,East London,6404,100K-250K,Employed,351,ABSA,Sandton
CUS28052,Adam,Welch,7201242181,1997-01-06,M,adam.welch@yahoo.com,+270670214664,Gauteng,Johannesburg,7685,100K-250K,Student,510,Capitec,Pinetown
CUS99416,Julia,Stevens,9004063085,1953-05-25,M,julia.stevens@gmail.com,+270600262278,Limpopo,East London,9016,500K-1M,Student,410,ABSA,Sandton
CUS90552,Alexander,Rodriguez,8606165086,1961-05-25,M,alexander.rodriguez@outlook.com,+270838161010,Free State,Johannesburg,6410,500K-1M,Student,363,Standard Bank,Rosebank
CUS11417,Jonathon,Smith,7801186089,1989-06-06,F,jonathon.smith@gmail.com,+270783520875,Western Cape,Bloemfontein,9398,0-100K,Employed,790,ABSA,Sandton
CUS77140,Julie,Mcpherson,6011250081,1939-04-11,F,julie.mcpherson@outlook.com,+270837240896,Northern Cape,Cape Town,9957,1M+,Employed,624,TymeBank,Digital
CUS53249,Daniel,Lawson,7510133089,1991-08-22,M,daniel.lawson@outlook.com,+270669203906,Northern Cape,Durban,1610,100K-250K,Retired,356,FNB,Fourways
CUS46660,Michael,Hahn,6201054084,1952-04-08,F,michael.hahn@yahoo.com,+270781851123,Northern Cape,Bloemfontein,4380,0-100K,Self-employed,540,TymeBank,Digital
CUS20789,Ariel,Green,9409251182,1966-12-07,F,ariel.green@yahoo.com,+270728329165,Mpumalanga,Gqeberha,8749,250K-500K,Self-employed,578,Nedbank,Musgrave
CUS99311,Carol,Clark,9108136185,1992-02-23,M,carol.clark@outlook.com,+270763094589,Western Cape,Kimberley,1054,1M+,Self-employed,356,Capitec,Pinetown
CUS33752,Brittany,Cooper,6806167089,1980-11-21,F,brittany.cooper@gmail.com,+270833217446,North West,Gqeberha,8306,0-100K,Student,736,FNB,Menlyn
CUS51537,Micheal,Kennedy,9005064084,1970-10-11,F,micheal.kennedy@yahoo.com,+270731025154,Northern Cape,Durban,2233,0-100K,Student,715,FNB,Gateway
CUS29913,Erik,Dean,8912235088,1949-01-08,M,erik.dean@gmail.com,+270637121795,Free State,Mbombela,1615,0-100K,Employed,615,Standard Bank,Century City
CUS31340,Tiffany,Dorsey,8203244086,1970-08-28,F,tiffany.dorsey@outlook.com,+270618808722,Limpopo,Durban,2113,100K-250K,Student,405,TymeBank,Digital
CUS87440,Gordon,Gibson,6906059088,2002-04-05,M,gordon.gibson@gmail.com,+270667946366,Free State,Johannesburg,1889,100K-250K,Employed,498,Nedbank,Hatfield
CUS64462,Virginia,Davis,9708077082,1985-09-14,F,virginia.davis@outlook.com,+270678181374,North West,East London,9627,1M+,Self-employed,620,FNB,Fourways
CUS12447,Kathy,Williams,7803021088,1998-05-19,F,kathy.williams@gmail.com,+270837941286,Gauteng,East London,8616,0-100K,Employed,658,Nedbank,Hatfield
CUS52466,Kristopher,Buckley,6910029184,1996-02-20,M,kristopher.buckley@gmail.com,+270658220354,Gauteng,Cape Town,8370,0-100K,Student,770,TymeBank,Digital
CUS20644,Jean,Lynch,6108192087,1968-10-03,F,jean.lynch@yahoo.com,+270731690209,Gauteng,Bloemfontein,7155,250K-500K,Retired,773,Nedbank,V&A Waterfront
CUS12747,Jordan,Webb,6711133188,1972-06-23,F,jordan.webb@yahoo.com,+270740664863,KwaZulu-Natal,Cape Town,1063,250K-500K,Retired,385,FNB,Tyger Valley
CUS25979,Melissa,Duarte,6310129089,1954-05-07,M,melissa.duarte@outlook.com,+270679320958,Western Cape,Durban,2237,0-100K,Student,678,Discovery Bank,Sea Point
CUS75318,Ronald,Garcia,9911183083,2002-12-01,F,ronald.garcia@gmail.com,+270661959724,Gauteng,Kimberley,8929,0-100K,Employed,531,FNB,Fourways
CUS42931,Robert,Reynolds,8205282083,1957-05-03,F,robert.reynolds@gmail.com,+270650071394,Mpumalanga,Mbombela,4327,1M+,Student,465,ABSA,Durban Central
CUS75726,Christine,Zuniga,6303035080,1951-10-18,F,christine.zuniga@gmail.com,+270675666868,Free State,Kimberley,1334,100K-250K,Employed,339,Standard Bank,Brooklyn
CUS71092,Claire,Olson,8404169085,1965-03-11,M,claire.olson@outlook.com,+270748795213,Limpopo,Bloemfontein,9378,0-100K,Retired,317,ABSA,Cape Town CBD
CUS32781,Alexander,Noble,7006127084,1964-05-31,M,alexander.noble@yahoo.com,+270725633477,Eastern Cape,Polokwane,2972,100K-250K,Employed,700,TymeBank,Digital
CUS88582,Thomas,Ingram,8602248187,1995-07-04,F,thomas.ingram@gmail.com,+270719123092,Mpumalanga,Bloemfontein,6314,100K-250K,Retired,844,Standard Bank,Century City
CUS37858,Michael,Thomas,8012201084,2004-11-13,M,michael.thomas@yahoo.com,+270764301148,Free State,East London,7783,500K-1M,Retired,504,Standard Bank,Brooklyn
CUS23016,Kristi,Gaines,7107236086,1996-04-27,M,kristi.gaines@gmail.com,+270745858734,Eastern Cape,Cape Town,5583,250K-500K,Retired,644,Nedbank,Rivonia
CUS45496,Yvette,Carter,7504013181,2005-05-07,F,yvette.carter@outlook.com,+270630824299,Mpumalanga,Bloemfontein,8137,250K-500K,Self-employed,517,Standard Bank,Rosebank
CUS82640,Danielle,Smith,7703083184,1946-07-26,M,danielle.smith@outlook.com,+270664184584,Eastern Cape,Bloemfontein,9223,500K-1M,Employed,489,Discovery Bank,Sea Point
CUS38541,David,Moon,6701171083,1946-01-02,M,david.moon@outlook.com,+270649228451,North West,East London,4661,500K-1M,Self-employed,342,Capitec,Claremont
CUS97545,Jane,Taylor,6903126086,1947-01-03,M,jane.taylor@yahoo.com,+270684367958,Free State,Bloemfontein,9048,100K-250K,Student,303,TymeBank,Digital
CUS53812,Sandra,Singleton,8104158186,1953-04-19,F,sandra.singleton@gmail.com,+270613149875,Eastern Cape,Gqeberha,2712,1M+,Employed,548,TymeBank,Digital
CUS78009,Stephanie,Wallace,6910151080,1984-01-25,M,stephanie.wallace@gmail.com,+270618158237,Northern Cape,Mbombela,8273,500K-1M,Employed,598,Capitec,Claremont
CUS96569,Gary,Mueller,8806018089,1971-07-15,F,gary.mueller@outlook.com,+270826562703,KwaZulu-Natal,Polokwane,8071,100K-250K,Student,320,Standard Bank,Umhlanga
CUS14207,Jack,Reynolds,9612215184,1963-08-28,M,jack.reynolds@outlook.com,+270635186034,Limpopo,Bloemfontein,7729,100K-250K,Employed,784,TymeBank,Digital
CUS93411,Jared,Moreno,7309125089,2001-12-17,F,jared.moreno@gmail.com,+270605930852,Free State,Johannesburg,8639,0-100K,Student,569,ABSA,Cape Town CBD
CUS40717,John,Robinson,7901230085,1958-06-02,F,john.robinson@outlook.com,+270631478746,Gauteng,Kimberley,9495,0-100K,Student,799,FNB,Gateway
CUS63883,Deanna,Chan,7310182181,1948-03-20,M,deanna.chan@yahoo.com,+270798276653,Eastern Cape,Pretoria,8653,0-100K,Employed,728,ABSA,Sandton
CUS79377,Alexander,Thomas,7412161080,1978-11-22,M,alexander.thomas@outlook.com,+270689551546,North West,Bloemfontein,4132,100K-250K,Self-employed,594,Discovery Bank,Sea Point
CUS40516,Laurie,Washington,7605028088,1976-03-31,M,laurie.washington@yahoo.com,+270618467092,Eastern Cape,Kimberley,3279,100K-250K,Student,629,FNB,Fourways
CUS32368,Scott,Harris,7512104180,1998-05-31,F,scott.harris@yahoo.com,+270718768136,Gauteng,Pretoria,4460,100K-250K,Self-employed,366,FNB,Tyger Valley
CUS31716,Robert,Hogan,8805129082,2000-02-14,F,robert.hogan@gmail.com,+270628962552,Free State,East London,8554,250K-500K,Self-employed,760,Nedbank,V&A Waterfront
CUS97481,Jeffrey,Gomez,7701107087,1944-11-22,M,jeffrey.gomez@yahoo.com,+270743855370,Free State,Bloemfontein,9282,0-100K,Self-employed,729,ABSA,Sandton
CUS76926,Bryan,Dean,6911142184,2006-04-28,M,bryan.dean@yahoo.com,+270675262162,Northern Cape,Gqeberha,9493,1M+,Employed,305,Capitec,Pinetown
CUS73906,Jeffrey,Mendez,6708059187,1977-04-27,F,jeffrey.mendez@yahoo.com,+270718015272,Eastern Cape,Durban,9723,1M+,Self-employed,427,ABSA,Sandton
CUS47816,Lisa,Boyer,9905035182,1994-09-27,F,lisa.boyer@yahoo.com,+270607629369,North West,Pretoria,4274,0-100K,Student,689,Capitec,Claremont
CUS39538,Amanda,Best,6708023085,2003-03-11,F,amanda.best@yahoo.com,+270714658218,Gauteng,Kimberley,7488,1M+,Employed,597,Nedbank,Musgrave
CUS42353,Gerald,Dodson,6809027182,1995-11-06,F,gerald.dodson@gmail.com,+270718468352,Eastern Cape,Johannesburg,1192,1M+,Self-employed,776,Standard Bank,Brooklyn
CUS94131,Amanda,Tucker,9205170182,1964-09-28,F,amanda.tucker@gmail.com,+270607163844,Northern Cape,Durban,3641,0-100K,Retired,303,ABSA,Pretoria Central
CUS41400,Kimberly,Ward,7008016183,1953-10-26,M,kimberly.ward@outlook.com,+270816677070,Northern Cape,Kimberley,9734,250K-500K,Retired,438,FNB,Gateway
CUS35768,Darryl,Bautista,8207166083,1955-12-30,F,darryl.bautista@yahoo.com,+270795305166,Northern Cape,Mbombela,6467,500K-1M,Employed,351,Discovery Bank,Sandton
CUS49935,Robert,Taylor,7510101185,1994-04-24,M,robert.taylor@yahoo.com,+270763024273,Western Cape,Durban,6883,250K-500K,Employed,301,Nedbank,Rivonia
CUS65475,Isaac,Crosby,6810144184,1980-10-18,F,isaac.crosby@yahoo.com,+270606308321,Northern Cape,Pretoria,4114,1M+,Employed,305,ABSA,Pretoria Central
CUS35652,Stephanie,Huang,8909065081,1998-08-01,M,stephanie.huang@gmail.com,+270744737887,North West,Cape Town,3315,0-100K,Student,818,Capitec,Midrand
CUS49519,Melissa,Romero,9910095088,1983-05-27,F,melissa.romero@outlook.com,+270600588195,Gauteng,Gqeberha,5145,100K-250K,Employed,532,Discovery Bank,Ballito
CUS69010,James,Potter,9909275081,1993-08-23,M,james.potter@outlook.com,+270767539324,Western Cape,Mbombela,9274,500K-1M,Student,327,FNB,Fourways
CUS52342,Natalie,Freeman,6903088087,1961-08-03,F,natalie.freeman@yahoo.com,+270604850713,Limpopo,Bloemfontein,5757,100K-250K,Retired,608,ABSA,Cape Town CBD
CUS26237,Stephanie,Williams,6907178180,1939-04-29,F,stephanie.williams@outlook.com,+270837356171,Gauteng,Johannesburg,7999,500K-1M,Self-employed,577,ABSA,Durban Central
CUS26419,Sabrina,Edwards,6808055081,1974-04-21,F,sabrina.edwards@outlook.com,+270836107993,North West,Polokwane,1514,0-100K,Employed,502,Discovery Bank,Sandton
CUS38399,Shelley,Spencer,9712220180,1963-06-25,F,shelley.spencer@gmail.com,+270790114443,Western Cape,Cape Town,5598,0-100K,Retired,668,Capitec,Midrand
CUS55981,Troy,Gill,9005254080,2004-01-03,M,troy.gill@outlook.com,+270682762857,Limpopo,Gqeberha,6154,100K-250K,Retired,657,FNB,Menlyn
CUS24117,James,Ball,9212105081,1939-02-21,F,james.ball@yahoo.com,+270715058119,KwaZulu-Natal,Cape Town,2973,500K-1M,Student,810,Discovery Bank,Ballito
CUS43688,Katherine,Williams,7002071088,1948-01-26,M,katherine.williams@outlook.com,+270740282008,Free State,Johannesburg,1949,500K-1M,Retired,759,TymeBank,Digital
CUS42975,Brian,Smith,7612071183,1961-10-26,F,brian.smith@yahoo.com,+270664165568,Northern Cape,Polokwane,1216,250K-500K,Retired,347,FNB,Gateway
CUS37393,Ronnie,Morrow,7701091086,1946-04-09,F,ronnie.morrow@gmail.com,+270846732528,Free State,Gqeberha,9009,100K-250K,Retired,455,TymeBank,Digital
CUS61674,Joseph,Kim,9912068189,1974-10-20,M,joseph.kim@gmail.com,+270601638081,North West,Cape Town,5265,1M+,Self-employed,732,Capitec,Centurion
CUS97060,Christopher,Taylor,9403159080,1943-07-27,M,christopher.taylor@outlook.com,+270607746693,Northern Cape,Gqeberha,5794,1M+,Retired,555,Discovery Bank,Lynnwood
CUS87513,Carmen,Hale,8205179181,1968-04-14,F,carmen.hale@outlook.com,+270623691287,KwaZulu-Natal,Durban,5935,250K-500K,Self-employed,809,Discovery Bank,Lynnwood
CUS84553,Blake,Warren,9709067088,2000-10-18,F,blake.warren@outlook.com,+270632255576,Free State,Mbombela,8816,1M+,Self-employed,541,Standard Bank,Umhlanga
CUS70310,Robert,Young,6402093188,1943-08-26,F,robert.young@outlook.com,+270673825130,Western Cape,Kimberley,5202,0-100K,Self-employed,642,TymeBank,Digital
CUS46359,Terry,Harris,9612128188,1939-08-15,F,terry.harris@outlook.com,+270733913011,Western Cape,Johannesburg,3678,1M+,Self-employed,672,Capitec,Claremont
CUS72938,David,King,6812083083,1952-01-10,F,david.king@yahoo.com,+270819553371,Limpopo,Kimberley,5604,250K-500K,Self-employed,607,ABSA,Cape Town CBD
CUS93508,Kristina,Wagner,9109191082,2005-12-17,F,kristina.wagner@outlook.com,+270769337551,Eastern Cape,Cape Town,4523,250K-500K,Student,673,Discovery Bank,Sea Point
CUS25503,Emily,Mata,7004060181,1961-07-03,F,emily.mata@yahoo.com,+270738214226,North West,Durban,3833,250K-500K,Student,668,Discovery Bank,Sea Point
CUS15624,Joshua,Houston,6005140182,1958-11-19,F,joshua.houston@yahoo.com,+270797921153,Mpumalanga,Johannesburg,1796,250K-500K,Retired,589,Nedbank,Rivonia
CUS15692,George,Barnes,6010080185,1949-12-03,M,george.barnes@yahoo.com,+270736524526,Eastern Cape,Durban,1208,100K-250K,Student,582,TymeBank,Digital
CUS33452,William,Farley,6407116089,1993-12-17,F,william.farley@gmail.com,+270838324499,KwaZulu-Natal,Bloemfontein,8900,0-100K,Employed,548,Discovery Bank,Sea Point
CUS91329,Taylor,Rhodes,9809177081,1991-02-11,M,taylor.rhodes@outlook.com,+270660409587,Free State,Kimberley,5541,500K-1M,Self-employed,477,Standard Bank,Umhlanga
CUS70112,Carrie,Banks,6701238180,1984-08-20,M,carrie.banks@yahoo.com,+270670951187,Limpopo,Durban,4835,250K-500K,Retired,687,Discovery Bank,Lynnwood
CUS83950,James,Williams,8110144182,1974-02-17,F,james.williams@gmail.com,+270609179296,Northern Cape,Bloemfontein,6302,250K-500K,Employed,365,FNB,Tyger Valley
CUS30298,Jeremy,Smith,6303123088,1989-09-16,F,jeremy.smith@gmail.com,+270790302651,Northern Cape,Pretoria,2175,250K-500K,Employed,819,Discovery Bank,Ballito
CUS23474,Vanessa,Price,6610225189,1992-09-02,M,vanessa.price@gmail.com,+270609867877,Gauteng,East London,7385,100K-250K,Student,806,Capitec,Pinetown
CUS34210,Leonard,French,7601271084,1983-10-25,F,leonard.french@outlook.com,+270651215527,Limpopo,Durban,5379,250K-500K,Student,822,Discovery Bank,Ballito
CUS64428,Tanya,Sanchez,9507011185,2005-12-11,F,tanya.sanchez@yahoo.com,+270788721731,Eastern Cape,Gqeberha,2462,1M+,Self-employed,604,FNB,Menlyn
CUS54754,Sarah,Miller,7104183187,1989-07-22,M,sarah.miller@gmail.com,+270658107848,Northern Cape,Pretoria,6415,100K-250K,Self-employed,642,Capitec,Centurion
CUS32476,Elizabeth,Ali,8112284180,1947-02-13,F,elizabeth.ali@yahoo.com,+270829650337,Northern Cape,Kimberley,7916,1M+,Self-employed,462,Nedbank,Musgrave
CUS87217,Gregory,Evans,8507034188,1995-06-27,M,gregory.evans@gmail.com,+270725809316,KwaZulu-Natal,Pretoria,2346,100K-250K,Employed,560,TymeBank,Digital
CUS46975,Brittney,Smith,9406177086,1951-06-06,F,brittney.smith@gmail.com,+270835354076,KwaZulu-Natal,Polokwane,1597,250K-500K,Retired,831,FNB,Menlyn
CUS20258,Richard,Harris,9805044189,1999-07-02,M,richard.harris@outlook.com,+270665135110,Free State,Cape Town,3423,0-100K,Self-employed,322,FNB,Tyger Valley
CUS56842,Michael,Lewis,6209161181,1992-09-02,F,michael.lewis@outlook.com,+270725674825,Mpumalanga,Gqeberha,2991,500K-1M,Employed,313,Capitec,Claremont
CUS61530,Bradley,Herman,7903143188,2002-01-27,M,bradley.herman@outlook.com,+270792787930,Gauteng,Cape Town,3987,1M+,Student,486,TymeBank,Digital
CUS51721,Jeffrey,Bradshaw,6501105183,1955-07-04,F,jeffrey.bradshaw@gmail.com,+270613901977,Free State,Johannesburg,1678,250K-500K,Self-employed,379,FNB,Fourways
CUS43100,Amy,Gillespie,6410035182,1977-03-11,F,amy.gillespie@outlook.com,+270796967047,Eastern Cape,Johannesburg,8291,100K-250K,Self-employed,744,Capitec,Claremont
CUS91952,Justin,Fox,7706140086,1957-12-16,F,justin.fox@yahoo.com,+270649213722,Limpopo,East London,4371,0-100K,Self-employed,587,FNB,Menlyn
CUS92914,John,Carrillo,6008035088,1938-11-29,M,john.carrillo@yahoo.com,+270628681875,Northern Cape,Gqeberha,9854,1M+,Retired,731,FNB,Fourways
CUS21909,Keith,Jimenez,9903017083,1988-04-03,M,keith.jimenez@outlook.com,+270666639477,Northern Cape,Polokwane,8700,500K-1M,Employed,666,FNB,Gateway
CUS45289,Joseph,Hamilton,6802248080,1946-05-09,F,joseph.hamilton@yahoo.com,+270689671605,Northern Cape,Johannesburg,9607,100K-250K,Student,590,FNB,Menlyn
CUS36443,Teresa,Cooper,8812194083,1996-08-13,F,teresa.cooper@outlook.com,+270849640583,Western Cape,Mbombela,8872,0-100K,Self-employed,648,TymeBank,Digital
CUS81600,Steven,Sanders,6409262087,1974-08-25,M,steven.sanders@outlook.com,+270633105982,Free State,Bloemfontein,4335,500K-1M,Student,384,Discovery Bank,Lynnwood
CUS56725,Stephanie,Terrell,7408085184,1964-10-03,F,stephanie.terrell@gmail.com,+270796309450,Gauteng,Polokwane,1669,500K-1M,Retired,629,Standard Bank,Century City
CUS40105,David,Benton,6203130082,1981-02-08,F,david.benton@gmail.com,+270615790613,Mpumalanga,Johannesburg,7611,0-100K,Student,427,ABSA,Cape Town CBD
CUS57572,Jessica,Smith,8901134184,1961-05-22,F,jessica.smith@outlook.com,+270686016869,Gauteng,Johannesburg,9833,100K-250K,Employed,345,ABSA,Durban Central
CUS43412,Justin,Howell,6304248081,1943-05-21,M,justin.howell@yahoo.com,+270731651620,Western Cape,Gqeberha,8640,100K-250K,Retired,542,Discovery Bank,Sea Point
CUS23928,Julie,Schneider,8004036081,1964-06-12,F,julie.schneider@yahoo.com,+270646327139,Eastern Cape,East London,8872,0-100K,Employed,602,Capitec,Centurion
CUS32851,Michele,Morse,7601076083,1967-10-13,F,michele.morse@gmail.com,+270656979713,North West,Kimberley,1756,500K-1M,Retired,420,ABSA,Pretoria Central
CUS42132,Dennis,Weaver,9305083087,1969-01-26,F,dennis.weaver@outlook.com,+270799337634,North West,Cape Town,1187,250K-500K,Retired,811,ABSA,Sandton
CUS37452,Alison,Green,9707090086,1982-10-26,M,alison.green@yahoo.com,+270654928513,Gauteng,Pretoria,1831,250K-500K,Student,583,FNB,Fourways
CUS47409,Brian,Perez,9308065184,1967-02-21,F,brian.perez@gmail.com,+270629638920,Gauteng,Bloemfontein,8671,1M+,Employed,653,TymeBank,Digital
CUS89025,Amber,Hayes,7608275084,1987-01-11,M,amber.hayes@yahoo.com,+270665068475,Gauteng,Johannesburg,4271,0-100K,Self-employed,677,Nedbank,Musgrave
CUS22536,Rodney,Goodman,6610166180,1988-04-25,F,rodney.goodman@yahoo.com,+270796217547,Free State,Pretoria,7499,100K-250K,Self-employed,470,TymeBank,Digital
