account_id,customer_id,bank_name,branch_name,bank_code,swift_code,account_type,opening_date,balance,status,interest_rate,currency
ACC749973,CUS24543,ABSA,Sandton,632005,ABSAZAJJ,Investment,2023-04-21,220833.86,Dormant,4.71,ZAR
ACC214431,CUS24543,FNB,Menlyn,250655,FIRNZAJJ,Current,2022-07-26,811513.45,Closed,6.0,ZAR
ACC204473,CUS24543,Discovery Bank,Sea Point,679000,DISCJJ,Current,2022-05-12,899504.3,Active,5.61,ZAR
ACC505303,CUS24543,FNB,Tyger Valley,250655,FIRNZAJJ,Home Loan,2023-11-26,496215.68,Dormant,10.21,ZAR
ACC808777,CUS14104,TymeBank,Digital,678910,TYMEZAJJ,Savings,2022-02-21,315941.64,Dormant,5.8,ZAR
ACC924914,CUS14104,TymeBank,Digital,678910,TYMEZAJJ,Credit Card,2020-04-13,704910.03,Dormant,7.54,ZAR
ACC475518,CUS14104,Nedbank,Rivonia,198765,NEDSZAJJ,Investment,2022-11-24,578672.93,Dormant,5.3,ZAR
ACC741828,CUS86974,Discovery Bank,Ballito,679000,DISCJJ,Current,2024-03-22,889927.31,Active,3.64,ZAR
ACC646007,CUS86974,Discovery Bank,Sea Point,679000,DISCJJ,Current,2020-08-20,193166.07,Closed,8.81,ZAR
ACC556126,CUS86974,TymeBank,Digital,678910,TYMEZAJJ,Investment,2022-09-11,367752.36,Active,4.65,ZAR
ACC276097,CUS47236,TymeBank,Digital,678910,TYMEZAJJ,Current,2021-03-22,917254.15,Active,9.84,ZAR
ACC917363,CUS47236,Discovery Bank,Ballito,679000,DISCJJ,Investment,2022-03-07,260896.11,Closed,8.68,ZAR
ACC258376,CUS66640,Capitec,Centurion,470010,CABLZAJJ,Savings,2023-06-25,257152.96,Dormant,4.21,ZAR
ACC772704,CUS66640,Discovery Bank,Lynnwood,679000,DISCJJ,Current,2023-01-31,268711.31,Active,6.36,ZAR
ACC995954,CUS66640,Nedbank,V&A Waterfront,198765,NEDSZAJJ,Investment,2021-05-20,920889.04,Dormant,10.11,ZAR
ACC866679,CUS66640,FNB,Fourways,250655,FIRNZAJJ,Investment,2022-10-15,474878.64,Dormant,8.16,ZAR
ACC430598,CUS14487,Capitec,Pinetown,470010,CABLZAJJ,Home Loan,2023-04-17,480362.51,Active,8.16,ZAR
ACC660037,CUS89727,Capitec,Claremont,470010,CABLZAJJ,Investment,2021-12-11,510374.76,Active,11.2,ZAR
ACC276361,CUS89727,ABSA,Sandton,632005,ABSAZAJJ,Investment,2022-04-15,483219.18,Active,9.35,ZAR
ACC545366,CUS89727,FNB,Tyger Valley,250655,FIRNZAJJ,Investment,2021-05-03,714378.11,Dormant,8.84,ZAR
ACC708574,CUS44200,ABSA,Durban Central,632005,ABSAZAJJ,Investment,2022-10-28,888469.9,Active,11.27,ZAR
ACC434213,CUS44200,Standard Bank,Century City,051001,SBZAZAJJ,Investment,2020-08-25,327758.97,Active,7.53,ZAR
ACC812593,CUS44200,TymeBank,Digital,678910,TYMEZAJJ,Credit Card,2022-01-23,751571.35,Closed,8.74,ZAR
ACC502068,CUS44200,Capitec,Pinetown,470010,CABLZAJJ,Investment,2024-03-12,467337.32,Dormant,6.53,ZAR
ACC103639,CUS69062,Capitec,Midrand,470010,CABLZAJJ,Current,2021-03-03,843837.84,Closed,9.17,ZAR
ACC721467,CUS11882,FNB,Tyger Valley,250655,FIRNZAJJ,Home Loan,2020-12-01,666953.71,Active,10.76,ZAR
ACC871949,CUS33982,Nedbank,Rivonia,198765,NEDSZAJJ,Current,2022-10-02,606869.37,Closed,6.59,ZAR
ACC757439,CUS33982,FNB,Menlyn,250655,FIRNZAJJ,Current,2021-09-20,575197.38,Closed,5.58,ZAR
ACC118938,CUS68572,ABSA,Sandton,632005,ABSAZAJJ,Savings,2020-01-10,372033.01,Active,7.89,ZAR
ACC640024,CUS68572,FNB,Tyger Valley,250655,FIRNZAJJ,Home Loan,2022-01-01,551647.81,Closed,8.52,ZAR
ACC981772,CUS68572,Discovery Bank,Sandton,679000,DISCJJ,Home Loan,2020-12-24,313287.58,Active,4.57,ZAR
ACC911517,CUS32051,ABSA,Sandton,632005,ABSAZAJJ,Investment,2020-08-30,50822.13,Closed,6.11,ZAR
ACC426762,CUS40361,Capitec,Claremont,470010,CABLZAJJ,Current,2024-07-03,548813.16,Active,3.77,ZAR
ACC276171,CUS40361,FNB,Menlyn,250655,FIRNZAJJ,Home Loan,2022-06-29,946910.32,Dormant,6.9,ZAR
ACC201869,CUS55388,Nedbank,V&A Waterfront,198765,NEDSZAJJ,Investment,2020-03-06,643969.4,Active,8.63,ZAR
ACC323489,CUS55388,FNB,Tyger Valley,250655,FIRNZAJJ,Investment,2024-07-11,508718.95,Closed,11.32,ZAR
ACC764906,CUS66254,Capitec,Midrand,470010,CABLZAJJ,Credit Card,2024-03-17,47862.0,Active,7.83,ZAR
ACC420381,CUS66254,FNB,Fourways,250655,FIRNZAJJ,Current,2020-06-25,906884.09,Active,7.42,ZAR
ACC842063,CUS66254,Standard Bank,Rosebank,051001,SBZAZAJJ,Credit Card,2021-03-26,931758.99,Active,11.41,ZAR
ACC930604,CUS66254,Discovery Bank,Lynnwood,679000,DISCJJ,Investment,2022-11-02,155541.67,Closed,4.74,ZAR
ACC972715,CUS97776,Capitec,Claremont,470010,CABLZAJJ,Current,2024-07-13,844468.54,Closed,8.45,ZAR
ACC527197,CUS97776,TymeBank,Digital,678910,TYMEZAJJ,Credit Card,2022-09-29,351654.72,Dormant,4.27,ZAR
ACC772488,CUS97776,TymeBank,Digital,678910,TYMEZAJJ,Credit Card,2021-11-15,794428.55,Active,10.36,ZAR
ACC309044,CUS13599,ABSA,Pretoria Central,632005,ABSAZAJJ,Current,2022-01-07,507719.76,Active,8.82,ZAR
ACC511604,CUS13599,FNB,Tyger Valley,250655,FIRNZAJJ,Investment,2024-01-04,578840.62,Closed,7.65,ZAR
ACC785814,CUS13599,Standard Bank,Rosebank,051001,SBZAZAJJ,Investment,2023-08-25,269663.34,Dormant,6.26,ZAR
ACC331972,CUS61794,ABSA,Durban Central,632005,ABSAZAJJ,Savings,2023-06-07,524141.25,Active,5.63,ZAR
ACC778056,CUS61794,Discovery Bank,Sandton,679000,DISCJJ,Investment,2022-10-04,271170.6,Closed,7.35,ZAR
ACC848080,CUS55991,ABSA,Pretoria Central,632005,ABSAZAJJ,Savings,2022-03-05,925012.22,Active,9.65,ZAR
ACC590292,CUS29397,Discovery Bank,Ballito,679000,DISCJJ,Savings,2023-08-11,317245.57,Active,6.59,ZAR
ACC269990,CUS29397,Nedbank,Rivonia,198765,NEDSZAJJ,Current,2024-07-01,289520.15,Dormant,5.74,ZAR
ACC609209,CUS29397,Capitec,Pinetown,470010,CABLZAJJ,Current,2024-04-20,435058.47,Active,6.28,ZAR
ACC602569,CUS30515,Nedbank,Musgrave,198765,NEDSZAJJ,Credit Card,2021-03-03,150093.85,Active,8.64,ZAR
ACC557593,CUS30515,ABSA,Cape Town CBD,632005,ABSAZAJJ,Savings,2024-09-21,118113.35,Closed,10.82,ZAR
ACC331016,CUS30515,Capitec,Midrand,470010,CABLZAJJ,Savings,2024-03-06,347710.91,Closed,6.62,ZAR
ACC737033,CUS13936,Standard Bank,Rosebank,051001,SBZAZAJJ,Credit Card,2020-07-14,31188.94,Dormant,10.91,ZAR
ACC212700,CUS13936,Discovery Bank,Sea Point,679000,DISCJJ,Credit Card,2023-02-28,552596.6,Active,11.41,ZAR
ACC370245,CUS16536,Discovery Bank,Sandton,679000,DISCJJ,Credit Card,2023-01-09,566860.48,Active,5.2,ZAR
ACC934841,CUS43785,Capitec,Midrand,470010,CABLZAJJ,Current,2021-09-10,268569.71,Closed,3.81,ZAR
ACC956997,CUS79822,Nedbank,Musgrave,198765,NEDSZAJJ,Investment,2022-07-06,154934.84,Active,7.37,ZAR
ACC605165,CUS79822,Standard Bank,Umhlanga,051001,SBZAZAJJ,Home Loan,2021-11-20,763411.14,Active,5.64,ZAR
ACC426761,CUS79822,TymeBank,Digital,678910,TYMEZAJJ,Credit Card,2024-09-14,865518.97,Dormant,8.77,ZAR
ACC326725,CUS79822,ABSA,Pretoria Central,632005,ABSAZAJJ,Home Loan,2021-08-29,295886.19,Active,7.98,ZAR
ACC585195,CUS23963,Standard Bank,Century City,051001,SBZAZAJJ,Credit Card,2021-04-29,84990.74,Active,7.9,ZAR
ACC176851,CUS84219,Standard Bank,Brooklyn,051001,SBZAZAJJ,Credit Card,2024-04-07,155386.42,Active,6.19,ZAR
ACC985356,CUS84219,Standard Bank,Brooklyn,051001,SBZAZAJJ,Credit Card,2020-08-08,803445.91,Dormant,11.14,ZAR
ACC390209,CUS84219,Discovery Bank,Sandton,679000,DISCJJ,Home Loan,2023-05-04,368574.14,Closed,8.38,ZAR
ACC611329,CUS49727,Capitec,Pinetown,470010,CABLZAJJ,Investment,2022-03-10,164244.85,Active,5.42,ZAR
ACC600984,CUS66201,TymeBank,Digital,678910,TYMEZAJJ,Credit Card,2023-09-09,603193.38,Active,4.46,ZAR
ACC765149,CUS66201,Capitec,Pinetown,470010,CABLZAJJ,Savings,2023-09-28,288102.9,Active,3.62,ZAR
ACC598011,CUS24085,Standard Bank,Brooklyn,051001,SBZAZAJJ,Home Loan,2024-02-10,881885.47,Active,6.89,ZAR
ACC459284,CUS24085,Capitec,Centurion,470010,CABLZAJJ,Investment,2022-11-04,567688.96,Active,6.95,ZAR
ACC435704,CUS92514,Discovery Bank,Lynnwood,679000,DISCJJ,Savings,2020-12-01,451042.57,Active,3.6,ZAR
ACC840395,CUS45233,TymeBank,Digital,678910,TYMEZAJJ,Investment,2021-09-28,215672.62,Active,10.44,ZAR
ACC328952,CUS45233,Standard Bank,Umhlanga,051001,SBZAZAJJ,Credit Card,2024-06-07,598662.18,Closed,6.51,ZAR
ACC427739,CUS45233,Standard Bank,Rosebank,051001,SBZAZAJJ,Investment,2020-01-08,557744.93,Active,11.29,ZAR
ACC874388,CUS45233,Nedbank,Hatfield,198765,NEDSZAJJ,Investment,2021-06-29,400337.25,Active,8.26,ZAR
ACC177712,CUS46964,Capitec,Claremont,470010,CABLZAJJ,Current,2023-07-06,140580.57,Active,11.65,ZAR
ACC534572,CUS46964,ABSA,Pretoria Central,632005,ABSAZAJJ,Savings,2024-04-15,752910.46,Active,9.51,ZAR
ACC712117,CUS92667,Discovery Bank,Lynnwood,679000,DISCJJ,Investment,2021-03-19,982355.74,Active,11.82,ZAR
ACC739598,CUS92667,Discovery Bank,Lynnwood,679000,DISCJJ,Savings,2021-08-15,723960.24,Active,8.62,ZAR
ACC599949,CUS92667,Capitec,Midrand,470010,CABLZAJJ,Home Loan,2021-05-01,999612.39,Closed,4.16,ZAR
ACC316970,CUS66990,Nedbank,Rivonia,198765,NEDSZAJJ,Credit Card,2021-09-22,602192.55,Active,5.42,ZAR
ACC919134,CUS66990,Capitec,Midrand,470010,CABLZAJJ,Investment,2022-02-14,788511.54,Dormant,9.7,ZAR
ACC864031,CUS53293,Discovery Bank,Sandton,679000,DISCJJ,Home Loan,2022-10-11,904893.61,Dormant,7.64,ZAR
ACC940702,CUS53293,Discovery Bank,Ballito,679000,DISCJJ,Current,2023-08-26,546578.93,Active,8.82,ZAR
ACC417832,CUS53293,FNB,Gateway,250655,FIRNZAJJ,Investment,2020-08-10,192682.05,Closed,6.2,ZAR
ACC382705,CUS81491,Standard Bank,Rosebank,051001,SBZAZAJJ,Current,2020-03-06,106607.1,Active,9.39,ZAR
ACC738145,CUS81491,TymeBank,Digital,678910,TYMEZAJJ,Credit Card,2020-02-11,330160.47,Active,4.66,ZAR
ACC725203,CUS81491,TymeBank,Digital,678910,TYMEZAJJ,Savings,2023-02-02,877067.42,Closed,4.8,ZAR
ACC213899,CUS81491,Capitec,Centurion,470010,CABLZAJJ,Credit Card,2023-08-14,105188.26,Active,6.44,ZAR
ACC468411,CUS47137,Standard Bank,Brooklyn,051001,SBZAZAJJ,Savings,2020-10-13,33318.23,Active,5.19,ZAR
ACC859342,CUS47137,Standard Bank,Umhlanga,051001,SBZAZAJJ,Credit Card,2023-08-18,254642.58,Dormant,5.48,ZAR
ACC679598,CUS47137,Nedbank,V&A Waterfront,198765,NEDSZAJJ,Investment,2021-06-21,98018.34,Active,7.59,ZAR
ACC250722,CUS84788,Standard Bank,Brooklyn,051001,SBZAZAJJ,Current,2022-12-13,464748.74,Dormant,6.58,ZAR
ACC554112,CUS84788,FNB,Tyger Valley,250655,FIRNZAJJ,Home Loan,2024-08-24,996130.99,Active,6.5,ZAR
ACC375143,CUS84788,FNB,Fourways,250655,FIRNZAJJ,Home Loan,2020-06-21,749480.81,Active,11.76,ZAR
ACC110225,CUS84788,ABSA,Pretoria Central,632005,ABSAZAJJ,Investment,2021-07-10,713540.82,Active,5.45,ZAR
ACC966809,CUS91319,FNB,Menlyn,250655,FIRNZAJJ,Investment,2023-11-21,142946.55,Dormant,3.53,ZAR
ACC895512,CUS91319,Discovery Bank,Lynnwood,679000,DISCJJ,Credit Card,2022-04-03,93136.41,Active,11.82,ZAR
ACC563132,CUS91319,TymeBank,Digital,678910,TYMEZAJJ,Current,2020-10-07,887470.19,Active,8.91,ZAR
ACC961398,CUS91319,FNB,Menlyn,250655,FIRNZAJJ,Savings,2021-12-01,546952.47,Active,11.24,ZAR
ACC886511,CUS29769,Nedbank,Hatfield,198765,NEDSZAJJ,Home Loan,2022-01-18,351262.67,Dormant,3.55,ZAR
ACC686956,CUS29769,ABSA,Sandton,632005,ABSAZAJJ,Credit Card,2022-03-15,833070.64,Active,3.69,ZAR
ACC128801,CUS29769,Standard Bank,Rosebank,051001,SBZAZAJJ,Home Loan,2024-10-16,397061.5,Active,5.57,ZAR
ACC425329,CUS29769,Nedbank,Musgrave,198765,NEDSZAJJ,Credit Card,2020-08-23,919290.04,Active,10.97,ZAR
ACC779014,CUS90674,ABSA,Cape Town CBD,632005,ABSAZAJJ,Savings,2020-11-17,561818.5,Active,8.99,ZAR
ACC945744,CUS77885,Discovery Bank,Lynnwood,679000,DISCJJ,Current,2021-07-03,830893.67,Active,6.76,ZAR
ACC844811,CUS77885,Nedbank,Musgrave,198765,NEDSZAJJ,Credit Card,2022-11-15,376749.76,Active,7.57,ZAR
ACC497856,CUS77885,Capitec,Midrand,470010,CABLZAJJ,Current,2023-09-24,908949.03,Active,7.59,ZAR
ACC525555,CUS77885,Discovery Bank,Ballito,679000,DISCJJ,Credit Card,2024-06-20,834610.97,Active,8.95,ZAR
ACC915471,CUS24865,Standard Bank,Umhlanga,051001,SBZAZAJJ,Savings,2023-08-10,627442.26,Active,9.65,ZAR
ACC995127,CUS24865,ABSA,Durban Central,632005,ABSAZAJJ,Credit Card,2020-08-16,963838.7,Closed,6.59,ZAR
ACC925785,CUS29149,TymeBank,Digital,678910,TYMEZAJJ,Home Loan,2022-11-28,181211.79,Dormant,4.83,ZAR
ACC582381,CUS29149,Discovery Bank,Sandton,679000,DISCJJ,Credit Card,2023-02-05,303233.45,Dormant,6.1,ZAR
ACC469750,CUS29149,FNB,Gateway,250655,FIRNZAJJ,Investment,2024-06-08,775016.63,Active,6.4,ZAR
ACC451177,CUS29149,Standard Bank,Century City,051001,SBZAZAJJ,Current,2020-09-03,868782.78,Active,5.12,ZAR
ACC144572,CUS62025,ABSA,Durban Central,632005,ABSAZAJJ,Current,2021-03-06,341859.2,Dormant,4.27,ZAR
ACC167494,CUS62025,ABSA,Durban Central,632005,ABSAZAJJ,Home Loan,2023-04-03,604375.67,Active,9.75,ZAR
ACC998274,CUS23612,Discovery Bank,Sandton,679000,DISCJJ,Home Loan,2022-12-14,914008.24,Dormant,10.67,ZAR
ACC649777,CUS23612,FNB,Gateway,250655,FIRNZAJJ,Current,2020-12-23,502161.36,Active,5.93,ZAR
ACC661133,CUS23612,Capitec,Centurion,470010,CABLZAJJ,Current,2024-04-19,537089.13,Closed,9.88,ZAR
ACC461449,CUS23612,Nedbank,Hatfield,198765,NEDSZAJJ,Home Loan,2021-06-09,244380.2,Active,8.96,ZAR
ACC444531,CUS45111,Nedbank,Hatfield,198765,NEDSZAJJ,Savings,2024-02-13,591613.11,Dormant,5.32,ZAR
ACC251857,CUS45111,ABSA,Durban Central,632005,ABSAZAJJ,Current,2023-08-24,853168.78,Closed,7.78,ZAR
ACC913713,CUS45111,TymeBank,Digital,678910,TYMEZAJJ,Current,2024-08-29,686249.36,Closed,3.62,ZAR
ACC216903,CUS45111,Discovery Bank,Ballito,679000,DISCJJ,Current,2020-02-14,612158.66,Active,9.75,ZAR
ACC844579,CUS49971,Discovery Bank,Sea Point,679000,DISCJJ,Savings,2022-07-21,853073.03,Active,6.26,ZAR
ACC431280,CUS49971,ABSA,Durban Central,632005,ABSAZAJJ,Credit Card,2024-02-09,853179.22,Closed,4.99,ZAR
ACC804768,CUS49971,TymeBank,Digital,678910,TYMEZAJJ,Home Loan,2022-08-05,267717.29,Active,6.94,ZAR
ACC941264,CUS49971,Capitec,Midrand,470010,CABLZAJJ,Home Loan,2021-06-25,812952.8,Active,4.15,ZAR
ACC631658,CUS99310,Nedbank,Hatfield,198765,NEDSZAJJ,Credit Card,2024-05-15,655216.65,Closed,5.07,ZAR
ACC126826,CUS65874,FNB,Gateway,250655,FIRNZAJJ,Credit Card,2023-11-24,153082.66,Active,6.66,ZAR
ACC820695,CUS16993,Discovery Bank,Ballito,679000,DISCJJ,Credit Card,2024-03-15,314980.1,Active,3.79,ZAR
ACC738656,CUS16993,Standard Bank,Brooklyn,051001,SBZAZAJJ,Credit Card,2021-03-09,965104.7,Active,10.29,ZAR
ACC386901,CUS45181,FNB,Tyger Valley,250655,FIRNZAJJ,Savings,2020-05-12,989177.71,Active,7.97,ZAR
ACC683345,CUS45181,Discovery Bank,Sandton,679000,DISCJJ,Credit Card,2020-11-18,448727.03,Active,5.55,ZAR
ACC410562,CUS45181,FNB,Fourways,250655,FIRNZAJJ,Home Loan,2022-11-15,670017.06,Active,7.65,ZAR
ACC662595,CUS89023,Discovery Bank,Sea Point,679000,DISCJJ,Home Loan,2020-06-01,391350.82,Active,7.11,ZAR
ACC451313,CUS89023,TymeBank,Digital,678910,TYMEZAJJ,Investment,2024-11-20,153510.01,Active,8.02,ZAR
ACC556158,CUS11410,Capitec,Pinetown,470010,CABLZAJJ,Current,2022-12-31,419858.62,Closed,7.76,ZAR
ACC555019,CUS11410,FNB,Fourways,250655,FIRNZAJJ,Credit Card,2021-12-13,327090.68,Active,8.69,ZAR
ACC954140,CUS11410,Standard Bank,Brooklyn,051001,SBZAZAJJ,Current,2020-02-23,726506.87,Active,10.56,ZAR
ACC801206,CUS11410,FNB,Menlyn,250655,FIRNZAJJ,Savings,2023-04-23,441646.28,Active,10.05,ZAR
ACC943112,CUS52423,Nedbank,Rivonia,198765,NEDSZAJJ,Current,2022-03-04,835177.28,Dormant,5.54,ZAR
ACC359940,CUS52423,Capitec,Centurion,470010,CABLZAJJ,Credit Card,2024-05-22,723743.19,Active,9.39,ZAR
ACC659367,CUS62440,Standard Bank,Rosebank,051001,SBZAZAJJ,Savings,2022-01-28,582235.15,Active,7.74,ZAR
ACC926786,CUS30249,Capitec,Claremont,470010,CABLZAJJ,Current,2021-02-19,290633.8,Closed,4.63,ZAR
ACC485304,CUS43743,TymeBank,Digital,678910,TYMEZAJJ,Home Loan,2024-04-19,966610.1,Closed,5.39,ZAR
ACC828708,CUS82692,Discovery Bank,Sandton,679000,DISCJJ,Investment,2021-08-07,750131.73,Active,4.85,ZAR
ACC736466,CUS36545,Standard Bank,Century City,051001,SBZAZAJJ,Current,2024-04-20,56084.75,Dormant,6.99,ZAR
ACC620904,CUS30470,Standard Bank,Brooklyn,051001,SBZAZAJJ,Home Loan,2021-08-19,45750.02,Active,4.5,ZAR
ACC724710,CUS13820,FNB,Tyger Valley,250655,FIRNZAJJ,Savings,2021-10-26,933438.72,Active,9.35,ZAR
ACC643801,CUS13820,Standard Bank,Brooklyn,051001,SBZAZAJJ,Current,2022-04-29,608566.77,Active,3.67,ZAR
ACC184643,CUS13820,Capitec,Centurion,470010,CABLZAJJ,Current,2022-03-12,114076.57,Active,4.1,ZAR
ACC546527,CUS41672,Standard Bank,Umhlanga,051001,SBZAZAJJ,Investment,2022-05-17,591001.2,Closed,11.0,ZAR
ACC308292,CUS41672,FNB,Tyger Valley,250655,FIRNZAJJ,Investment,2021-01-08,778464.42,Closed,9.47,ZAR
ACC271202,CUS41672,Standard Bank,Century City,051001,SBZAZAJJ,Home Loan,2022-08-23,215543.28,Dormant,10.23,ZAR
ACC475367,CUS87498,Discovery Bank,Lynnwood,679000,DISCJJ,Savings,2021-10-28,299601.85,Active,4.83,ZAR
ACC350748,CUS59272,Capitec,Claremont,470010,CABLZAJJ,Savings,2020-10-18,593115.78,Active,3.55,ZAR
ACC829384,CUS59272,TymeBank,Digital,678910,TYMEZAJJ,Current,2021-12-05,163015.0,Active,11.13,ZAR
ACC735784,CUS59272,Nedbank,Rivonia,198765,NEDSZAJJ,Current,2021-12-28,543918.31,Active,9.02,ZAR
ACC497437,CUS59272,ABSA,Pretoria Central,632005,ABSAZAJJ,Credit Card,2021-02-18,207359.24,Active,8.09,ZAR
ACC731269,CUS24150,Nedbank,V&A Waterfront,198765,NEDSZAJJ,Current,2023-02-03,832430.87,Closed,11.25,ZAR
ACC205061,CUS24150,TymeBank,Digital,678910,TYMEZAJJ,Current,2020-09-30,46766.62,Active,5.71,ZAR
ACC892690,CUS66637,ABSA,Pretoria Central,632005,ABSAZAJJ,Home Loan,2023-08-14,93452.62,Active,11.79,ZAR
ACC297779,CUS46335,FNB,Fourways,250655,FIRNZAJJ,Credit Card,2021-06-09,310241.31,Active,9.1,ZAR
ACC253100,CUS14423,ABSA,Pretoria Central,632005,ABSAZAJJ,Credit Card,2020-10-17,184869.88,Active,9.92,ZAR
ACC987517,CUS14423,TymeBank,Digital,678910,TYMEZAJJ,Current,2023-11-14,544794.61,Closed,3.91,ZAR
ACC197857,CUS14423,Capitec,Claremont,470010,CABLZAJJ,Investment,2021-03-11,340661.2,Active,7.89,ZAR
ACC944000,CUS14423,TymeBank,Digital,678910,TYMEZAJJ,Investment,2022-08-31,339572.93,Closed,7.51,ZAR
ACC162784,CUS95076,Standard Bank,Brooklyn,051001,SBZAZAJJ,Savings,2024-10-11,592270.48,Dormant,3.81,ZAR
ACC605236,CUS95076,FNB,Gateway,250655,FIRNZAJJ,Investment,2024-11-03,559647.56,Closed,3.7,ZAR
ACC226492,CUS95076,Standard Bank,Umhlanga,051001,SBZAZAJJ,Credit Card,2024-06-10,231547.98,Active,4.55,ZAR
ACC939420,CUS55248,FNB,Tyger Valley,250655,FIRNZAJJ,Savings,2024-01-13,879707.33,Active,6.34,ZAR
ACC222286,CUS55248,ABSA,Cape Town CBD,632005,ABSAZAJJ,Credit Card,2024-08-21,461924.76,Closed,7.54,ZAR
ACC273420,CUS55248,ABSA,Pretoria Central,632005,ABSAZAJJ,Credit Card,2024-04-19,70065.79,Active,11.81,ZAR
ACC776507,CUS38561,FNB,Gateway,250655,FIRNZAJJ,Savings,2021-10-11,595933.11,Dormant,6.56,ZAR
ACC512162,CUS38561,TymeBank,Digital,678910,TYMEZAJJ,Current,2022-05-14,300419.43,Active,3.58,ZAR
ACC245792,CUS38561,Capitec,Pinetown,470010,CABLZAJJ,Home Loan,2020-04-30,36926.82,Active,6.81,ZAR
ACC398307,CUS44044,FNB,Gateway,250655,FIRNZAJJ,Credit Card,2022-06-23,733233.53,Active,7.54,ZAR
ACC481638,CUS44044,Nedbank,Rivonia,198765,NEDSZAJJ,Investment,2021-11-21,882707.95,Closed,11.26,ZAR
ACC804907,CUS44044,FNB,Fourways,250655,FIRNZAJJ,Home Loan,2020-05-26,470710.22,Active,5.09,ZAR
ACC691045,CUS44044,TymeBank,Digital,678910,TYMEZAJJ,Current,2023-05-20,726168.48,Dormant,7.57,ZAR
ACC929220,CUS60687,Discovery Bank,Sandton,679000,DISCJJ,Current,2020-05-05,715490.53,Active,10.04,ZAR
ACC232952,CUS60687,Nedbank,Hatfield,198765,NEDSZAJJ,Current,2020-03-23,671264.46,Dormant,4.02,ZAR
ACC832697,CUS60687,FNB,Menlyn,250655,FIRNZAJJ,Savings,2021-06-19,7967.91,Active,9.31,ZAR
ACC651735,CUS46982,FNB,Fourways,250655,FIRNZAJJ,Current,2020-02-19,377168.58,Dormant,5.39,ZAR
ACC363346,CUS46982,FNB,Tyger Valley,250655,FIRNZAJJ,Home Loan,2021-04-20,980206.15,Active,8.16,ZAR
ACC844238,CUS61590,Standard Bank,Umhlanga,051001,SBZAZAJJ,Current,2020-07-09,508301.34,Active,5.39,ZAR
ACC318019,CUS61590,TymeBank,Digital,678910,TYMEZAJJ,Current,2024-10-03,173298.36,Active,6.49,ZAR
ACC609122,CUS61590,ABSA,Sandton,632005,ABSAZAJJ,Current,2022-01-21,11658.52,Active,8.06,ZAR
ACC300461,CUS69652,Capitec,Pinetown,470010,CABLZAJJ,Current,2024-10-24,567688.84,Active,8.03,ZAR
ACC129373,CUS69652,Standard Bank,Brooklyn,051001,SBZAZAJJ,Credit Card,2022-07-10,506317.96,Dormant,9.45,ZAR
ACC211977,CUS57408,Standard Bank,Century City,051001,SBZAZAJJ,Savings,2021-12-27,239483.8,Active,11.95,ZAR
ACC915831,CUS57408,TymeBank,Digital,678910,TYMEZAJJ,Credit Card,2022-01-31,237746.88,Closed,8.24,ZAR
ACC642534,CUS57408,Standard Bank,Brooklyn,051001,SBZAZAJJ,Current,2021-06-28,516392.45,Active,9.72,ZAR
ACC556597,CUS57408,Standard Bank,Century City,051001,SBZAZAJJ,Home Loan,2020-03-09,49125.56,Dormant,11.58,ZAR
ACC986920,CUS19881,Capitec,Midrand,470010,CABLZAJJ,Credit Card,2024-08-20,371370.75,Closed,10.1,ZAR
ACC733873,CUS19881,Capitec,Midrand,470010,CABLZAJJ,Investment,2024-09-27,666054.63,Dormant,8.65,ZAR
ACC240827,CUS19881,Standard Bank,Umhlanga,051001,SBZAZAJJ,Home Loan,2022-06-08,107914.77,Dormant,8.17,ZAR
ACC623086,CUS80278,Standard Bank,Century City,051001,SBZAZAJJ,Home Loan,2022-04-30,426851.59,Active,7.64,ZAR
ACC640191,CUS80278,FNB,Fourways,250655,FIRNZAJJ,Credit Card,2023-02-25,130729.8,Active,11.22,ZAR
ACC683683,CUS80278,TymeBank,Digital,678910,TYMEZAJJ,Investment,2024-04-20,795175.27,Active,6.29,ZAR
ACC314003,CUS96744,FNB,Tyger Valley,250655,FIRNZAJJ,Savings,2020-11-24,191731.97,Active,11.45,ZAR
ACC258622,CUS96744,FNB,Gateway,250655,FIRNZAJJ,Credit Card,2023-11-02,358929.02,Dormant,11.95,ZAR
ACC290621,CUS96744,FNB,Gateway,250655,FIRNZAJJ,Credit Card,2020-08-20,851483.46,Dormant,4.34,ZAR
ACC733065,CUS52192,FNB,Menlyn,250655,FIRNZAJJ,Current,2020-06-20,383095.43,Closed,11.12,ZAR
ACC580902,CUS77832,Discovery Bank,Sandton,679000,DISCJJ,Current,2021-02-04,756222.34,Active,10.1,ZAR
ACC710323,CUS48684,Discovery Bank,Sea Point,679000,DISCJJ,Current,2021-12-02,766110.57,Dormant,5.27,ZAR
ACC329902,CUS48684,Capitec,Claremont,470010,CABLZAJJ,Current,2023-08-21,518458.97,Closed,11.35,ZAR
ACC131292,CUS48684,FNB,Menlyn,250655,FIRNZAJJ,Credit Card,2024-10-02,150284.55,Dormant,3.79,ZAR
ACC694525,CUS83750,FNB,Tyger Valley,250655,FIRNZAJJ,Investment,2024-11-03,305796.46,Closed,6.7,ZAR
